Employment,EdLevel,YearsCodePro,JobSat,RemoteWork,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,8.0,"Hybrid (some remote, some in-person)",Poland,HTML/CSS;Java;JavaScript,HTML/CSS;Java;JavaScript
"Employed, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,7.0,"Hybrid (some remote, some in-person)",Tunisia,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript,Elixir;Go;HTML/CSS;Lua;Python;Rust;SQL;TypeScript;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,6.0,Remote,India,Go;JavaScript,Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,8.0,"Hybrid (some remote, some in-person)",Germany,Groovy;Java;Kotlin;PowerShell,Kotlin
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,7.0,"Hybrid (some remote, some in-person)",Canada,Go;Rust,Go;Rust;Zig
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,8.0,"Hybrid (some remote, some in-person)",Romania,C;C++;Objective-C;PHP;Python;Ruby;Swift;TypeScript,C;C++;Objective-C;PHP;Python;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,6.0,In-person,Greece,Go;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,JavaScript;PHP;PowerShell;Python;R;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32,9.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells),Bash/Shell (all shells);Perl;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,9.0,"Hybrid (some remote, some in-person)",Germany,JavaScript,Python;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",2,4.0,Remote,Turkey,Dart;JavaScript;Python,Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,5.0,In-person,Bangladesh,Java;Python,C;C++;Python
"Employed, full-time",Some college/university study without earning a degree,23,8.0,Remote,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PHP;Python;SQL,C#;HTML/CSS;JavaScript;PHP;Python;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,6.0,Remote,Nigeria,HTML/CSS;JavaScript;Python;SQL;TypeScript,C++;Go
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27,9.0,"Hybrid (some remote, some in-person)",France,Bash/Shell (all shells);Go;Groovy;Java,Bash/Shell (all shells);Go;Groovy;Java
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,7.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Haskell;Java;Python;R;SQL,Bash/Shell (all shells);Python;R;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",8,9.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C;C++;Java;Objective-C;Python,C;Python;Rust
"Employed, full-time",Some college/university study without earning a degree,10,8.0,"Hybrid (some remote, some in-person)",Ukraine,Go;JavaScript;Lua;PHP;SQL,Go;PHP;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",22,5.0,In-person,United States of America,Bash/Shell (all shells);C++;JavaScript;Python;SQL,Bash/Shell (all shells);C++;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,8.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,9.0,In-person,Bangladesh,Go;JavaScript;Python;TypeScript,Go;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",5,7.0,"Hybrid (some remote, some in-person)",Portugal,Java;JavaScript;Rust;Scala;TypeScript,JavaScript;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3.0,Remote,India,HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);C#;C++;Dart;Go;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,4,8.0,"Hybrid (some remote, some in-person)",Ukraine,Go;HTML/CSS;JavaScript;TypeScript,Go;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,7.0,"Hybrid (some remote, some in-person)",France,HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,10.0,Remote,Spain,C++;HTML/CSS;JavaScript;TypeScript,C++;HTML/CSS;JavaScript;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,In-person,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;Rust;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,6.0,"Hybrid (some remote, some in-person)",United States of America,C#;Delphi;Go;SQL,C#;Delphi;Go;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,7.0,"Hybrid (some remote, some in-person)",Switzerland,C;C++,C;C++;Elixir;Rust;Zig
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,3.0,Remote,United States of America,HTML/CSS;JavaScript;Python;TypeScript,C;HTML/CSS;JavaScript;Perl;PHP;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,8.0,In-person,Sweden,C;C++;Python;Rust,C++;Haskell;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6.0,Remote,Pakistan,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,2.0,Remote,United States of America,Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PowerShell;Python;Ruby;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;Crystal;Go;Java;Kotlin;Python;Rust;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,27,6.0,Remote,United States of America,C#;Java;Python;Scala;SQL,Scala;SQL
"Employed, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,6.0,Remote,Viet Nam,C#;Java;JavaScript;Python;SQL,Java;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,1.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Java;SQL,Java
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,10.0,"Hybrid (some remote, some in-person)",India,JavaScript;Solidity;TypeScript,JavaScript;Solidity;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33,8.0,Remote,France,C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;TypeScript;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,6.0,Remote,United States of America,C;C#;C++;Dart;HTML/CSS;JavaScript;Lua;MATLAB;PowerShell;Python;TypeScript,Rust;Zephyr
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,Remote,Russian Federation,Bash/Shell (all shells);C++,C++
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20,7.0,Remote,United States of America,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL,Go
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,10.0,Remote,Australia,HTML/CSS;JavaScript;SQL,HTML/CSS;JavaScript;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,5.0,Remote,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP;TypeScript,JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,9.0,"Hybrid (some remote, some in-person)",Spain,HTML/CSS;Java;JavaScript;TypeScript,HTML/CSS;Java;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,8.0,Remote,Ecuador,Go;HTML/CSS;JavaScript;TypeScript,Go;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,8.0,Remote,Turkey,HTML/CSS;Java;JavaScript,Java;JavaScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,8.0,In-person,United Kingdom of Great Britain and Northern Ireland,C#;Kotlin;Swift;TypeScript,C#;Kotlin;Ruby
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,7.0,"Hybrid (some remote, some in-person)",Mexico,HTML/CSS;JavaScript;TypeScript,C#;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,7.0,Remote,Greece,C++;Delphi;SQL,C#;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,10.0,Remote,Turkey,JavaScript;Julia;Python;SQL;TypeScript,Go;JavaScript;Python;Rust;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,9.0,Remote,France,Bash/Shell (all shells);HTML/CSS;Perl;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Perl
"Employed, full-time",Some college/university study without earning a degree,22,7.0,In-person,Italy,Assembly;Swift;VBA,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,14,2.0,Remote,United States of America,C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,C#;F#;Go;HTML/CSS;PowerShell;Python;Rust;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,7.0,Remote,France,Go;Java;Python;SQL;TypeScript,Java;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",26,9.0,Remote,France,C#;HTML/CSS;Java;JavaScript;VBA,C#;HTML/CSS;Java;JavaScript
"Employed, full-time;Student, part-time",Some college/university study without earning a degree,7,10.0,Remote,United States of America,HTML/CSS;JavaScript;Python;SQL;TypeScript,Go;Rust;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,8.0,Remote,India,Bash/Shell (all shells);Groovy;PowerShell;SQL,Bash/Shell (all shells);Groovy;PowerShell;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18,7.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;Java;JavaScript;MicroPython;Python;TypeScript,HTML/CSS;JavaScript;MicroPython;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,10.0,Remote,Bangladesh,C;C#;C++;HTML/CSS;Java;SQL;VBA,C#;PowerShell;SQL;VBA;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,2.0,In-person,India,JavaScript;TypeScript,JavaScript;Python;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,5.0,Remote,United States of America,C;Java;JavaScript;PowerShell;Python,Java;PowerShell;Python
"Employed, full-time",Some college/university study without earning a degree,30,5.0,Remote,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,9.0,"Hybrid (some remote, some in-person)",Serbia,Delphi;SQL,Delphi;SQL
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,4.0,In-person,Albania,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25,5.0,In-person,Italy,Bash/Shell (all shells);C#;Cobol;HTML/CSS;JavaScript;Perl;Python;SQL;VBA;Visual Basic (.Net),Go;JavaScript;PowerShell;Python;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,4,6.0,"Hybrid (some remote, some in-person)",Israel,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,6.0,In-person,India,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;Scala;SQL;TypeScript,Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",19,10.0,Remote,Spain,Bash/Shell (all shells);C;C++;Python,Assembly;C++;Python;Rust;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,8.0,Remote,United States of America,Bash/Shell (all shells);C;GDScript;Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,3.0,Remote,Greece,Java;JavaScript;Python,Java;JavaScript;Python
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,8.0,Remote,Brazil,Bash/Shell (all shells);Elixir;JavaScript;TypeScript,Bash/Shell (all shells);Elixir;Rust;Zig
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,10.0,In-person,Germany,C++;Rust,Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,7.0,In-person,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,7.0,In-person,India,Dart;Java;Kotlin;Swift,Dart;Java;Kotlin;Swift
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,4,7.0,Remote,Italy,Bash/Shell (all shells);C#;Dart;JavaScript;Python;Rust;TypeScript,Bash/Shell (all shells);C;Julia;Rust;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,7.0,Remote,Germany,Delphi,Delphi
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,7.0,Remote,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,8.0,Remote,Ukraine,C++;Rust,C++;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,7.0,"Hybrid (some remote, some in-person)",Sweden,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,8.0,In-person,United States of America,Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;PowerShell;SQL,Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;PowerShell;SQL
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18,7.0,Remote,United States of America,C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,Go;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,7.0,Remote,United States of America,C#;HTML/CSS;JavaScript,C#;JavaScript;PowerShell;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,7.0,Remote,India,C;Rust,C;C++;Rust;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,8.0,Remote,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);F#;HTML/CSS;PowerShell;Rust;TypeScript
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,9.0,Remote,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;Java;JavaScript;Kotlin;SQL,HTML/CSS;Java;JavaScript;Kotlin;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,6.0,"Hybrid (some remote, some in-person)",Germany,Go;Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript,Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,7.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;SQL;Swift;TypeScript,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Kotlin;Python;R;Rust;Swift;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,9,7.0,Remote,South Africa,C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Delphi;HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8.0,"Hybrid (some remote, some in-person)",Chile,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;TypeScript;Visual Basic (.Net)
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39,8.0,In-person,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18,1.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C;C++;Go,Bash/Shell (all shells);C;C++;Go;Java;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,8.0,"Hybrid (some remote, some in-person)",Sweden,Java;SQL;TypeScript,Bash/Shell (all shells);Java;Kotlin;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,3.0,"Hybrid (some remote, some in-person)",Czech Republic,C;HTML/CSS;JavaScript;Python,C;Python;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,2.0,In-person,France,C#;HTML/CSS;JavaScript;PowerShell;TypeScript,C#;F#;Kotlin
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,In-person,Lebanon,Ruby;Swift,C++;Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24,7.0,"Hybrid (some remote, some in-person)",Canada,C#;C++;F#;Rust,C++;F#;Rust
"Student, part-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,4.0,In-person,Germany,C;Python,C;Python
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,27,8.0,"Hybrid (some remote, some in-person)",Italy,Java;Python,Python
"Employed, full-time",Some college/university study without earning a degree,12,5.0,Remote,Brazil,HTML/CSS;JavaScript;SQL;TypeScript,Elixir;HTML/CSS;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,6.0,"Hybrid (some remote, some in-person)",Germany,Fortran;HTML/CSS;JavaScript;Python;SQL;TypeScript,JavaScript;Python;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,8.0,Remote,United States of America,Bash/Shell (all shells);Java;SQL,Bash/Shell (all shells);Groovy;Java
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,4.0,In-person,"Iran, Islamic Republic of...",Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript
