Employment,EdLevel,YearsCodePro,ExperienceRange,JobSat,JobSatPoints_1,RemoteWork,Country,LanguageHaveWorkedWith
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,7.0,20.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Haskell;Java;Python;R;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",8.0,5–10,9.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C;C++;Java;Objective-C;Python
"Employed, full-time",Some college/university study without earning a degree,10.0,5–10,8.0,100.0,"Hybrid (some remote, some in-person)",Ukraine,Go;JavaScript;Lua;PHP;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",22.0,20+,5.0,0.0,In-person,United States of America,Bash/Shell (all shells);C++;JavaScript;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,10–20,8.0,20.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,9.0,90.0,In-person,Bangladesh,Go;JavaScript;Python;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",5.0,0–5,7.0,10.0,"Hybrid (some remote, some in-person)",Portugal,Java;JavaScript;Rust;Scala;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,3.0,20.0,Remote,India,HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,4.0,0–5,8.0,30.0,"Hybrid (some remote, some in-person)",Ukraine,Go;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,10–20,10.0,0.0,Remote,Spain,C++;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,7.0,5.0,In-person,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,10–20,6.0,20.0,"Hybrid (some remote, some in-person)",United States of America,C#;Delphi;Go;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,7.0,10.0,"Hybrid (some remote, some in-person)",Switzerland,C;C++
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,5–10,3.0,30.0,Remote,United States of America,HTML/CSS;JavaScript;Python;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,8.0,0.0,In-person,Sweden,C;C++;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,6.0,80.0,Remote,Pakistan,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,10–20,2.0,5.0,Remote,United States of America,Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PowerShell;Python;Ruby;Rust;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,27.0,20+,6.0,0.0,Remote,United States of America,C#;Java;Python;Scala;SQL
"Employed, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,10–20,6.0,0.0,Remote,Viet Nam,C#;Java;JavaScript;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,10–20,1.0,0.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Java;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,10.0,10.0,"Hybrid (some remote, some in-person)",India,JavaScript;Solidity;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33.0,20+,8.0,10.0,Remote,France,C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,10–20,6.0,20.0,Remote,United States of America,C;C#;C++;Dart;HTML/CSS;JavaScript;Lua;MATLAB;PowerShell;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,7.0,30.0,Remote,Russian Federation,Bash/Shell (all shells);C++
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,10–20,7.0,20.0,Remote,United States of America,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,20+,10.0,30.0,Remote,Australia,HTML/CSS;JavaScript;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,10–20,5.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,10–20,9.0,0.0,"Hybrid (some remote, some in-person)",Spain,HTML/CSS;Java;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,8.0,0.0,Remote,Ecuador,Go;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,20+,8.0,20.0,Remote,Turkey,HTML/CSS;Java;JavaScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,8.0,10.0,In-person,United Kingdom of Great Britain and Northern Ireland,C#;Kotlin;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,7.0,70.0,"Hybrid (some remote, some in-person)",Mexico,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,20+,7.0,20.0,Remote,Greece,C++;Delphi;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,5–10,10.0,0.0,Remote,Turkey,JavaScript;Julia;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10–20,9.0,7.0,Remote,France,Bash/Shell (all shells);HTML/CSS;Perl;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,22.0,20+,7.0,0.0,In-person,Italy,Assembly;Swift;VBA
"Employed, full-time",Some college/university study without earning a degree,14.0,10–20,2.0,25.0,Remote,United States of America,C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,20+,7.0,0.0,Remote,France,Go;Java;Python;SQL;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",26.0,20+,9.0,10.0,Remote,France,C#;HTML/CSS;Java;JavaScript;VBA
"Employed, full-time;Student, part-time",Some college/university study without earning a degree,7.0,5–10,10.0,10.0,Remote,United States of America,HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,8.0,0.0,Remote,India,Bash/Shell (all shells);Groovy;PowerShell;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18.0,10–20,7.0,40.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;Java;JavaScript;MicroPython;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,10–20,10.0,0.0,Remote,Bangladesh,C;C#;C++;HTML/CSS;Java;SQL;VBA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,2.0,9.0,In-person,India,JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,20+,5.0,30.0,Remote,United States of America,C;Java;JavaScript;PowerShell;Python
"Employed, full-time",Some college/university study without earning a degree,30.0,20+,5.0,30.0,Remote,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,12.0,10–20,2.0,0.0,"Hybrid (some remote, some in-person)",Italy,Java
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,10–20,9.0,10.0,"Hybrid (some remote, some in-person)",Serbia,Delphi;SQL
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,5–10,4.0,0.0,In-person,Albania,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,20+,5.0,20.0,In-person,Italy,Bash/Shell (all shells);C#;Cobol;HTML/CSS;JavaScript;Perl;Python;SQL;VBA;Visual Basic (.Net)
"Employed, full-time",Some college/university study without earning a degree,4.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",Israel,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",19.0,10–20,10.0,40.0,Remote,Spain,Bash/Shell (all shells);C;C++;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,8.0,80.0,Remote,United States of America,Bash/Shell (all shells);C;GDScript;Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,10–20,3.0,50.0,Remote,Greece,Java;JavaScript;Python
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,10–20,8.0,10.0,Remote,Brazil,Bash/Shell (all shells);Elixir;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,0–5,10.0,0.0,In-person,Germany,C++;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,7.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,7.0,0.0,In-person,India,Dart;Java;Kotlin;Swift
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,4.0,0–5,7.0,0.0,Remote,Italy,Bash/Shell (all shells);C#;Dart;JavaScript;Python;Rust;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,20+,7.0,0.0,Remote,Germany,Delphi
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,10–20,7.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;TypeScript
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,8.0,20.0,Remote,Ukraine,C++;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,8.0,25.0,Remote,United States of America,Bash/Shell (all shells);Go;Python;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,10–20,7.0,40.0,"Hybrid (some remote, some in-person)",Sweden,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,20+,8.0,0.0,In-person,United States of America,Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;PowerShell;SQL
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18.0,10–20,7.0,20.0,Remote,United States of America,C#;Go;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,10–20,7.0,40.0,Remote,United States of America,C#;HTML/CSS;JavaScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,7.0,10.0,Remote,India,C;Rust
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,7.0,6.0,Remote,Italy,Go;HTML/CSS
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,10–20,8.0,15.0,Remote,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;Rust;SQL;TypeScript
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,9.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;Java;JavaScript;Kotlin;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,6.0,0.0,"Hybrid (some remote, some in-person)",Germany,Go;Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",10.0,5–10,6.0,4.0,In-person,United States of America,Apex;C#;JavaScript;Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,7.0,25.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;SQL;Swift;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,9.0,5–10,7.0,30.0,Remote,South Africa,C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",Chile,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net)
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39.0,20+,8.0,0.0,In-person,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL
"Employed, full-time",Some college/university study without earning a degree,22.0,20+,7.0,20.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18.0,10–20,1.0,70.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C;C++;Go
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,8.0,20.0,"Hybrid (some remote, some in-person)",Sweden,Java;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,10–20,3.0,0.0,"Hybrid (some remote, some in-person)",Czech Republic,C;HTML/CSS;JavaScript;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,2.0,0.0,In-person,France,C#;HTML/CSS;JavaScript;PowerShell;TypeScript
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,8.0,20.0,In-person,Lebanon,Ruby;Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,20+,7.0,10.0,"Hybrid (some remote, some in-person)",Canada,C#;C++;F#;Rust
"Student, part-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10–20,4.0,10.0,In-person,Germany,C;Python
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,27.0,20+,8.0,10.0,"Hybrid (some remote, some in-person)",Italy,Java;Python
"Employed, full-time",Some college/university study without earning a degree,12.0,10–20,5.0,20.0,Remote,Brazil,HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,10–20,6.0,20.0,"Hybrid (some remote, some in-person)",Germany,Fortran;HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,20+,8.0,0.0,Remote,United States of America,Bash/Shell (all shells);Java;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,5–10,4.0,0.0,In-person,"Iran, Islamic Republic of...",Go;HTML/CSS;Java;JavaScript;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,20+,8.0,20.0,Remote,United States of America,C;C++;Perl;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",Brazil,Java
"Employed, full-time;Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0,0–5,8.0,15.0,In-person,Canada,Bash/Shell (all shells);C;C++;Haskell;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,10–20,8.0,30.0,Remote,Germany,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,0–5,9.0,20.0,Remote,Ukraine,HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",4.0,0–5,8.0,0.0,Remote,United States of America,Bash/Shell (all shells);Java;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,10–20,8.0,20.0,Remote,Russian Federation,HTML/CSS;JavaScript;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,9.0,10.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;TypeScript
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,16.0,10–20,7.0,20.0,Remote,France,HTML/CSS;JavaScript;PHP;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,10–20,6.0,0.0,"Hybrid (some remote, some in-person)",Canada,HTML/CSS;Java;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,7.0,0.0,"Hybrid (some remote, some in-person)",India,Java;Kotlin
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",9.0,5–10,7.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Julia;Lua;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,5.0,0.0,"Hybrid (some remote, some in-person)",Dominican Republic,Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,20+,0.0,15.0,Remote,United States of America,C#;HTML/CSS;JavaScript;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,20+,2.0,0.0,Remote,United States of America,C#;GDScript;HTML/CSS;JavaScript;Lua;PowerShell
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,0–5,9.0,5.0,Remote,Ukraine,C#;JavaScript;MATLAB
"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Associate degree (A.A., A.S., etc.)",8.0,5–10,9.0,0.0,Remote,Ukraine,Bash/Shell (all shells);Objective-C;Rust;Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,6.0,10.0,"Hybrid (some remote, some in-person)",Algeria,JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,8.0,0.0,In-person,Ireland,Clojure;Rust
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,3.0,7.0,Remote,United States of America,Ada;Apex;Assembly;Bash/Shell (all shells);C++;Dart;HTML/CSS;Java;JavaScript;Objective-C
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,20+,7.0,0.0,"Hybrid (some remote, some in-person)",Italy,Bash/Shell (all shells);C;C++;Python
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,0.0,In-person,Germany,MATLAB;Python;R
